,Player,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist,Overtime,FTR,Situation,Min,Period,Quarter,Year
1045,CR7,17/18,UEFA Champions League,Group Stage,13-09-2017,H,Real Madrid,APOEL Nicosia,3-0,CF,51,2-0,Penalty,,0,H,Ampliar,51,2nd,Q1 2nd,18
1046,Messi,17/18,LaLiga,5,19-09-2017,H,FC Barcelona,SD Eibar,6-1,CF,21,1-0,Penalty,,0,H,Adelantar,21,1st,Q2 1st,18
1047,Messi,17/18,LaLiga,5,19-09-2017,H,FC Barcelona,SD Eibar,6-1,CF,62,5-1,Left-footed shot,Paulinho,0,H,Ampliar,62,2nd,Q2 2nd,18
1048,Messi,17/18,LaLiga,5,19-09-2017,H,FC Barcelona,SD Eibar,6-1,CF,59,4-1,Left-footed shot,Sergio Busquets,0,H,Ampliar,59,2nd,Q1 2nd,18
1049,Messi,17/18,LaLiga,5,19-09-2017,H,FC Barcelona,SD Eibar,6-1,CF,87,6-1,Left-footed shot,Aleix Vidal,0,H,Ampliar,87,2nd,Q3 2nd,18
1050,CR7,17/18,UEFA Champions League,Group Stage,26-09-2017,A,Real Madrid,Borussia Dortmund,1-3,CF,79,1-3,Right-footed shot,Luka Modric,0,A,Ampliar,79,2nd,Q3 2nd,18
1051,CR7,17/18,UEFA Champions League,Group Stage,26-09-2017,A,Real Madrid,Borussia Dortmund,1-3,CF,49,0-2,Left-footed shot,Gareth Bale,0,A,Ampliar,49,2nd,Q1 2nd,18
1052,Messi,17/18,LaLiga,7,01-10-2017,H,FC Barcelona,UD Las Palmas,3-0,SS,70,2-0,Left-footed shot,Denis Suarez,0,H,Ampliar,70,2nd,Q2 2nd,18
1053,Messi,17/18,LaLiga,7,01-10-2017,H,FC Barcelona,UD Las Palmas,3-0,SS,77,3-0,Left-footed shot,Luis Suarez,0,H,Ampliar,77,2nd,Q3 2nd,18
1054,CR7,17/18,LaLiga,8,14-10-2017,A,Real Madrid,Getafe CF,1-2,CF,85,1-2,Right-footed shot,Isco,0,A,Adelantar,85,2nd,Q3 2nd,18
1055,CR7,17/18,UEFA Champions League,Group Stage,17-10-2017,H,Real Madrid,Tottenham Hotspur,1-1,LW,43,1-1,Penalty,,0,D,Empatar,43,1st,Q3 1st,18
1056,Messi,17/18,UEFA Champions League,Group Stage,18-10-2017,H,FC Barcelona,Olympiacos Piraeus,3-1,CF,61,2-0,Direct free kick,,0,H,Ampliar,61,2nd,Q2 2nd,18
1057,Messi,17/18,LaLiga,10,28-10-2017,A,FC Barcelona,Athletic Bilbao,0-2,SS,37,0-1,Left-footed shot,Jordi Alba,0,A,Adelantar,37,1st,Q3 1st,18
1058,CR7,17/18,UEFA Champions League,Group Stage,01-11-2017,A,Real Madrid,Tottenham Hotspur,3-1,LW,80,3-1,Right-footed shot,Borja Mayoral,0,H,Recortar,80,2nd,Q3 2nd,18
1059,CR7,17/18,UEFA Champions League,Group Stage,21-11-2017,A,Real Madrid,APOEL Nicosia,0-6,LW,49,0-5,Header,Marcelo,0,A,Ampliar,49,2nd,Q1 2nd,18
1060,CR7,17/18,UEFA Champions League,Group Stage,21-11-2017,A,Real Madrid,APOEL Nicosia,0-6,LW,54,0-6,Left-footed shot,,0,A,Ampliar,54,2nd,Q1 2nd,18
1061,CR7,17/18,LaLiga,13,25-11-2017,H,Real Madrid,Malaga CF,3-2,CF,76,3-2,Penalty rebound,,0,H,Adelantar,76,2nd,Q3 2nd,18
1062,Messi,17/18,LaLiga,14,02-12-2017,H,FC Barcelona,Celta de Vigo,2-2,SS,22,1-1,Left-footed shot,Paulinho,0,D,Empatar,22,1st,Q2 1st,18
1063,CR7,17/18,UEFA Champions League,Group Stage,06-12-2017,H,Real Madrid,Borussia Dortmund,3-2,LW,12,2-0,Right-footed shot,Mateo Kovacic,0,H,Ampliar,12,1st,Q1 1st,18
1064,CR7,17/18,LaLiga,15,09-12-2017,H,Real Madrid,Sevilla FC,5-0,CF,31,3-0,Penalty,,0,H,Ampliar,31,1st,Q3 1st,18
1065,CR7,17/18,LaLiga,15,09-12-2017,H,Real Madrid,Sevilla FC,5-0,CF,23,2-0,Right-footed shot,Marco Asensio,0,H,Ampliar,23,1st,Q2 1st,18
1066,Messi,17/18,LaLiga,15,10-12-2017,A,FC Barcelona,Villarreal CF,0-2,RW,83,0-2,Left-footed shot,Sergio Busquets,0,A,Ampliar,83,2nd,Q3 2nd,18
1067,CR7,17/18,FIFA Club World Cup,Semi-Finals,13-12-2017,A,Real Madrid,Al-Jazira (Abu Dhabi),1-2,LW,53,1-1,Right-footed shot,Luka Modric,0,A,Empatar,53,2nd,Q1 2nd,18
1068,CR7,17/18,FIFA Club World Cup,Final,16-12-2017,H,Real Madrid,Gr̻mio Foot-Ball Porto Alegrense,1-0,LW,53,1-0,Direct free kick,,0,H,Adelantar,53,2nd,Q1 2nd,18
1069,Messi,17/18,LaLiga,17,23-12-2017,A,FC Barcelona,Real Madrid,0-3,SS,64,0-2,Penalty,,0,A,Ampliar,64,2nd,Q2 2nd,18
1070,Messi,17/18,LaLiga,18,07-01-2018,H,FC Barcelona,Levante UD,3-0,SS,12,1-0,Left-footed shot,Jordi Alba,0,H,Adelantar,12,1st,Q1 1st,18
1071,Messi,17/18,Copa del Rey,Round of 16,11-01-2018,H,FC Barcelona,Celta de Vigo,5-0,SS,13,1-0,Left-footed shot,Jordi Alba,0,H,Adelantar,13,1st,Q1 1st,18
1072,Messi,17/18,Copa del Rey,Round of 16,11-01-2018,H,FC Barcelona,Celta de Vigo,5-0,SS,15,2-0,Left-footed shot,Jordi Alba,0,H,Ampliar,15,1st,Q1 1st,18
1073,Messi,17/18,LaLiga,19,14-01-2018,A,FC Barcelona,Real Sociedad,2-4,SS,85,2-4,Direct free kick,,0,A,Ampliar,85,2nd,Q3 2nd,18
1074,CR7,17/18,LaLiga,20,21-01-2018,H,Real Madrid,Deportivo de La Coru̱a,7-1,LW,78,5-1,Left-footed shot,Casemiro,0,H,Ampliar,78,2nd,Q3 2nd,18
1075,CR7,17/18,LaLiga,20,21-01-2018,H,Real Madrid,Deportivo de La Coru̱a,7-1,LW,84,6-1,Header,Lucas Vazquez,0,H,Ampliar,84,2nd,Q3 2nd,18
1076,Messi,17/18,LaLiga,20,21-01-2018,A,FC Barcelona,Real Betis Balompie,0-5,SS,64,0-2,Left-footed shot,Sergio Busquets,0,A,Ampliar,64,2nd,Q2 2nd,18
1077,Messi,17/18,LaLiga,20,21-01-2018,A,FC Barcelona,Real Betis Balompie,0-5,SS,80,0-4,Left-footed shot,Luis Suarez,0,A,Ampliar,80,2nd,Q3 2nd,18
1078,Messi,17/18,Copa del Rey,Quarter-Finals,25-01-2018,H,FC Barcelona,RCD Espanyol Barcelona,2-0,SS,25,2-0,Deflected shot on goal,,0,H,Ampliar,25,1st,Q2 1st,18
1079,CR7,17/18,LaLiga,21,27-01-2018,A,Real Madrid,Valencia CF,1-4,LW,16,0-1,Penalty,,0,A,Adelantar,16,1st,Q2 1st,18
1080,CR7,17/18,LaLiga,21,27-01-2018,A,Real Madrid,Valencia CF,1-4,LW,38,0-2,Penalty,,0,A,Ampliar,38,1st,Q3 1st,18
1081,Messi,17/18,LaLiga,21,28-01-2018,H,FC Barcelona,Deportivo Alaves,2-1,SS,84,2-1,Direct free kick,,0,H,Adelantar,84,2nd,Q3 2nd,18
1082,CR7,17/18,LaLiga,23,10-02-2018,H,Real Madrid,Real Sociedad,5-2,CF,80,5-1,Tap-in,,0,H,Ampliar,80,2nd,Q3 2nd,18
1083,CR7,17/18,LaLiga,23,10-02-2018,H,Real Madrid,Real Sociedad,5-2,CF,27,2-0,Right-footed shot,Marcelo,0,H,Ampliar,27,1st,Q2 1st,18
1084,CR7,17/18,LaLiga,23,10-02-2018,H,Real Madrid,Real Sociedad,5-2,CF,37,4-0,Header,Luka Modric,0,H,Ampliar,37,1st,Q3 1st,18
1085,CR7,17/18,UEFA Champions League,Round of 16,14-02-2018,H,Real Madrid,Paris Saint-Germain,3-1,LW,45,1-1,Penalty,,0,H,Empatar,45,1st,Q3 1st,18
1086,CR7,17/18,UEFA Champions League,Round of 16,14-02-2018,H,Real Madrid,Paris Saint-Germain,3-1,LW,83,2-1,Tap-in,,0,H,Adelantar,83,2nd,Q3 2nd,18
1087,CR7,17/18,LaLiga,24,18-02-2018,A,Real Madrid,Real Betis Balompie,3-5,CF,65,2-4,Right-footed shot,Casemiro,0,A,Ampliar,65,2nd,Q2 2nd,18
1088,Messi,17/18,UEFA Champions League,Round of 16,20-02-2018,A,FC Barcelona,Chelsea FC,1-1,SS,75,1-1,Left-footed shot,Andres Iniesta,0,D,Empatar,75,2nd,Q2 2nd,18
1089,CR7,17/18,LaLiga,25,24-02-2018,H,Real Madrid,Deportivo Alaves,4-0,CF,61,3-0,Right-footed shot,Lucas Vazquez,0,H,Ampliar,61,2nd,Q2 2nd,18
1090,Messi,17/18,LaLiga,25,24-02-2018,H,FC Barcelona,Girona FC,6-1,SS,36,3-1,Direct free kick,,0,H,Ampliar,36,1st,Q3 1st,18
1091,Messi,17/18,LaLiga,25,24-02-2018,H,FC Barcelona,Girona FC,6-1,SS,30,2-1,Left-footed shot,Luis Suarez,0,H,Adelantar,30,1st,Q2 1st,18
1092,CR7,17/18,LaLiga,25,24-02-2018,H,Real Madrid,Deportivo Alaves,4-0,CF,44,1-0,Left-footed shot,Karim Benzema,0,H,Adelantar,44,1st,Q3 1st,18
1093,Messi,17/18,LaLiga,26,01-03-2018,A,FC Barcelona,UD Las Palmas,1-1,SS,21,0-1,Direct free kick,,0,D,Adelantar,21,1st,Q2 1st,18
1094,CR7,17/18,LaLiga,27,03-03-2018,H,Real Madrid,Getafe CF,3-1,CF,78,3-1,Header,Marcelo,0,H,Ampliar,78,2nd,Q3 2nd,18
1095,CR7,17/18,LaLiga,27,03-03-2018,H,Real Madrid,Getafe CF,3-1,CF,45+1,2-0,Left-footed shot,Karim Benzema,0,H,Ampliar,45,1st,Q3 1st,18
1096,Messi,17/18,LaLiga,27,04-03-2018,H,FC Barcelona,Atletico de Madrid,1-0,SS,26,1-0,Direct free kick,,0,H,Adelantar,26,1st,Q2 1st,18
1097,CR7,17/18,UEFA Champions League,Round of 16,06-03-2018,A,Real Madrid,Paris Saint-Germain,1-2,CF,51,0-1,Header,Lucas Vazquez,0,A,Adelantar,51,2nd,Q1 2nd,18
1098,CR7,17/18,LaLiga,28,10-03-2018,A,Real Madrid,SD Eibar,1-2,CF,84,1-2,Header,Daniel Carvajal,0,A,Adelantar,84,2nd,Q3 2nd,18
1099,CR7,17/18,LaLiga,28,10-03-2018,A,Real Madrid,SD Eibar,1-2,CF,33,0-1,Right-footed shot,Luka Modric,0,A,Adelantar,33,1st,Q3 1st,18
1100,Messi,17/18,UEFA Champions League,Round of 16,14-03-2018,H,FC Barcelona,Chelsea FC,3-0,SS,63,3-0,Left-footed shot,Luis Suarez,0,H,Ampliar,63,2nd,Q2 2nd,18
1101,Messi,17/18,UEFA Champions League,Round of 16,14-03-2018,H,FC Barcelona,Chelsea FC,3-0,SS,3,1-0,Right-footed shot,Luis Suarez,0,H,Adelantar,3,1st,Q1 1st,18
1102,CR7,17/18,LaLiga,29,18-03-2018,H,Real Madrid,Girona FC,6-3,CF,90+1,6-3,Right-footed shot,Toni Kroos,0,H,Ampliar,90,2nd,Q3 2nd,18
1103,CR7,17/18,LaLiga,29,18-03-2018,H,Real Madrid,Girona FC,6-3,CF,47,2-1,Left-footed shot,Karim Benzema,0,H,Adelantar,47,2nd,Q1 2nd,18
1104,Messi,17/18,LaLiga,29,18-03-2018,H,FC Barcelona,Athletic Bilbao,2-0,SS,30,2-0,Left-footed shot,Ousmane Dembele,0,H,Ampliar,30,1st,Q2 1st,18
1105,CR7,17/18,LaLiga,29,18-03-2018,H,Real Madrid,Girona FC,6-3,CF,64,4-1,Tap-in,,0,H,Ampliar,64,2nd,Q2 2nd,18
1106,CR7,17/18,LaLiga,29,18-03-2018,H,Real Madrid,Girona FC,6-3,CF,11,1-0,Left-footed shot,Toni Kroos,0,H,Adelantar,11,1st,Q1 1st,18
1107,Messi,17/18,LaLiga,30,31-03-2018,A,FC Barcelona,Sevilla FC,2-2,RW,89,2-2,Left-footed shot,Philippe Coutinho,0,D,Empatar,89,2nd,Q3 2nd,18
1108,CR7,17/18,UEFA Champions League,Quarter-Finals,03-04-2018,A,Real Madrid,Juventus FC,0-3,CF,64,0-2,Right-footed shot,Daniel Carvajal,0,A,Ampliar,64,2nd,Q2 2nd,18
1109,CR7,17/18,UEFA Champions League,Quarter-Finals,03-04-2018,A,Real Madrid,Juventus FC,0-3,CF,3,0-1,Right-footed shot,Isco,0,A,Adelantar,3,1st,Q1 1st,18
1110,Messi,17/18,LaLiga,31,07-04-2018,H,FC Barcelona,CD Leganes,3-1,SS,27,1-0,Direct free kick,,0,H,Adelantar,27,1st,Q2 1st,18
1111,Messi,17/18,LaLiga,31,07-04-2018,H,FC Barcelona,CD Leganes,3-1,SS,32,2-0,Left-footed shot,Philippe Coutinho,0,H,Ampliar,32,1st,Q3 1st,18
1112,Messi,17/18,LaLiga,31,07-04-2018,H,FC Barcelona,CD Leganes,3-1,SS,87,3-1,Left-footed shot,Ousmane Dembele,0,H,Ampliar,87,2nd,Q3 2nd,18
1113,CR7,17/18,LaLiga,31,08-04-2018,H,Real Madrid,Atletico de Madrid,1-1,CF,53,1-0,Right-footed shot,Gareth Bale,0,D,Adelantar,53,2nd,Q1 2nd,18
1114,CR7,17/18,UEFA Champions League,Quarter-Finals,11-04-2018,H,Real Madrid,Juventus FC,1-3,CF,90+7,1-3,Penalty,,0,A,Recortar,90,2nd,Q3 2nd,18
1115,CR7,17/18,LaLiga,33,18-04-2018,H,Real Madrid,Athletic Bilbao,1-1,CF,87,1-1,Right-footed shot,Luka Modric,0,D,Empatar,87,2nd,Q3 2nd,18
1116,Messi,17/18,Copa del Rey,Final,21-04-2018,A,FC Barcelona,Sevilla FC,0-5,SS,31,0-2,Left-footed shot,Jordi Alba,0,A,Ampliar,31,1st,Q3 1st,18
1117,Messi,17/18,LaLiga,35,29-04-2018,A,FC Barcelona,Deportivo de La Coruaa,2-4,CF,85,2-4,Left-footed shot,Luis Suarez,0,A,Ampliar,85,2nd,Q3 2nd,18
1118,Messi,17/18,LaLiga,35,29-04-2018,A,FC Barcelona,Deportivo de La Coruaa,2-4,CF,38,0-2,Left-footed shot,Luis Suarez,0,A,Ampliar,38,1st,Q3 1st,18
1119,Messi,17/18,LaLiga,35,29-04-2018,A,FC Barcelona,Deportivo de La Coruaa,2-4,CF,82,2-3,Right-footed shot,Luis Suarez,0,A,Adelantar,82,2nd,Q3 2nd,18
1120,Messi,17/18,LaLiga,36,06-05-2018,H,FC Barcelona,Real Madrid,2-2,SS,52,2-1,Left-footed shot,Luis Suarez,0,D,Adelantar,52,2nd,Q1 2nd,18
1121,CR7,17/18,LaLiga,36,06-05-2018,A,Real Madrid,FC Barcelona,2-2,LW,14,1-1,Right-footed shot,Karim Benzema,0,D,Empatar,14,1st,Q1 1st,18
1122,Messi,17/18,LaLiga,34,09-05-2018,H,FC Barcelona,Villarreal CF,5-1,CF,45,3-0,Left-footed shot,Andres Iniesta,0,H,Ampliar,45,1st,Q3 1st,18
1123,CR7,17/18,LaLiga,38,19-05-2018,A,Real Madrid,Villarreal CF,2-2,CF,32,0-2,Header,Marcelo,0,D,Ampliar,32,1st,Q3 1st,18
1124,Messi,18/19,LaLiga,1,18-08-2018,H,FC Barcelona,Deportivo Alaves,3-0,RW,90+2,3-0,Left-footed shot,Luis Suarez,0,H,Ampliar,90,2nd,Q3 2nd,19
1125,Messi,18/19,LaLiga,1,18-08-2018,H,FC Barcelona,Deportivo Alaves,3-0,RW,64,1-0,Direct free kick,,0,H,Adelantar,64,2nd,Q2 2nd,19
1126,Messi,18/19,LaLiga,3,02-09-2018,H,FC Barcelona,SD Huesca,8-2,RW,61,6-2,Left-footed shot,Philippe Coutinho,0,H,Ampliar,61,2nd,Q2 2nd,19
1127,Messi,18/19,LaLiga,3,02-09-2018,H,FC Barcelona,SD Huesca,8-2,RW,16,1-1,Right-footed shot,Ivan Rakitic,0,H,Empatar,16,1st,Q2 1st,19
1128,CR7,18/19,Serie A,4,16-09-2018,H,Juventus FC,US Sassuolo,2-1,CF,50,1-0,Tap-in,,0,H,Adelantar,50,2nd,Q1 2nd,19
1129,CR7,18/19,Serie A,4,16-09-2018,H,Juventus FC,US Sassuolo,2-1,CF,65,2-0,Left-footed shot,Emre Can,0,H,Ampliar,65,2nd,Q2 2nd,19
1130,Messi,18/19,UEFA Champions League,Group Stage,18-09-2018,H,FC Barcelona,PSV Eindhoven,4-0,RW,31,1-0,Direct free kick,,0,H,Adelantar,31,1st,Q3 1st,19
1131,Messi,18/19,UEFA Champions League,Group Stage,18-09-2018,H,FC Barcelona,PSV Eindhoven,4-0,RW,87,4-0,Right-footed shot,Luis Suarez,0,H,Ampliar,87,2nd,Q3 2nd,19
1132,Messi,18/19,UEFA Champions League,Group Stage,18-09-2018,H,FC Barcelona,PSV Eindhoven,4-0,RW,77,3-0,Left-footed shot,Ivan Rakitic,0,H,Ampliar,77,2nd,Q3 2nd,19
1133,Messi,18/19,LaLiga,5,23-09-2018,H,FC Barcelona,Girona FC,2-2,RW,19,1-0,Left-footed shot,Arturo Vidal,0,D,Adelantar,19,1st,Q2 1st,19
1134,CR7,18/19,Serie A,5,23-09-2018,A,Juventus FC,Frosinone Calcio,0-2,LW,81,0-1,Left-footed shot,,0,A,Adelantar,81,2nd,Q3 2nd,19
1135,Messi,18/19,UEFA Champions League,Group Stage,03-10-2018,A,FC Barcelona,Tottenham Hotspur,2-4,RW,90,2-4,Left-footed shot,Jordi Alba,0,A,Ampliar,90,2nd,Q3 2nd,19
1136,Messi,18/19,UEFA Champions League,Group Stage,03-10-2018,A,FC Barcelona,Tottenham Hotspur,2-4,RW,56,1-3,Left-footed shot,Jordi Alba,0,A,Ampliar,56,2nd,Q1 2nd,19
1137,CR7,18/19,Serie A,8,06-10-2018,A,Juventus FC,Udinese Calcio,0-2,LW,37,0-2,Left-footed shot,Mario Mandzukic,0,A,Ampliar,37,1st,Q3 1st,19
1138,Messi,18/19,LaLiga,8,07-10-2018,A,FC Barcelona,Valencia CF,1-1,RW,23,1-1,Left-footed shot,Luis Suarez,0,D,Empatar,23,1st,Q2 1st,19
1139,Messi,18/19,LaLiga,9,20-10-2018,H,FC Barcelona,Sevilla FC,4-2,RW,12,2-0,Left-footed shot,Luis Suarez,0,H,Ampliar,12,1st,Q1 1st,19
1140,CR7,18/19,Serie A,9,20-10-2018,H,Juventus FC,Genoa CFC,1-1,LW,18,1-0,Tap-in,,0,D,Adelantar,18,1st,Q2 1st,19
1141,CR7,18/19,Serie A,10,27-10-2018,A,Juventus FC,Empoli FC ,1-2,CF,70,1-2,Right-footed shot,Blaise Matuidi,0,A,Adelantar,70,2nd,Q2 2nd,19
1142,CR7,18/19,Serie A,10,27-10-2018,A,Juventus FC,Empoli FC ,1-2,CF,54,1-1,Penalty,,0,A,Empatar,54,2nd,Q1 2nd,19
1143,CR7,18/19,UEFA Champions League,Group Stage,07-11-2018,H,Juventus FC,Manchester United,1-2,CF,65,1-0,Right-footed shot,Leonardo Bonucci,0,A,Adelantar,65,2nd,Q2 2nd,19
1144,CR7,18/19,Serie A,12,11-11-2018,A,Juventus FC,AC Milan,0-2,LW,81,0-2,Tap-in,,0,A,Ampliar,81,2nd,Q3 2nd,19
1145,Messi,18/19,LaLiga,12,11-11-2018,H,FC Barcelona,Real Betis Balompie,3-4,SS,90+4,3-4,Left-footed shot,Arturo Vidal,0,A,Recortar,90,2nd,Q3 2nd,19
1146,Messi,18/19,LaLiga,12,11-11-2018,H,FC Barcelona,Real Betis Balompie,3-4,SS,68,1-2,Penalty,,0,A,Recortar,68,2nd,Q2 2nd,19
1147,CR7,18/19,Serie A,13,24-11-2018,H,Juventus FC,SPAL,2-0,CF,29,1-0,Left-footed shot,Miralem Pjanic,0,H,Adelantar,29,1st,Q2 1st,19
1148,Messi,18/19,UEFA Champions League,Group Stage,28-11-2018,A,FC Barcelona,PSV Eindhoven,1-2,CF,61,0-1,Left-footed shot,Ousmane Dembele,0,A,Adelantar,61,2nd,Q2 2nd,19
1149,CR7,18/19,Serie A,14,01-12-2018,A,Juventus FC,ACF Fiorentina,0-3,LW,79,0-3,Penalty,,0,A,Ampliar,79,2nd,Q3 2nd,19
1150,Messi,18/19,LaLiga,15,08-12-2018,A,FC Barcelona,RCD Espanyol Barcelona,0-4,RW,65,0-4,Direct free kick,,0,A,Ampliar,65,2nd,Q2 2nd,19
1151,Messi,18/19,LaLiga,15,08-12-2018,A,FC Barcelona,RCD Espanyol Barcelona,0-4,RW,17,0-1,Direct free kick,,0,A,Adelantar,17,1st,Q2 1st,19
1152,CR7,18/19,Serie A,16,15-12-2018,A,Juventus FC,Torino FC,0-1,LW,70,0-1,Penalty,,0,A,Adelantar,70,2nd,Q2 2nd,19
1153,Messi,18/19,LaLiga,16,16-12-2018,A,FC Barcelona,Levante UD,0-5,SS,43,0-2,Right-footed shot,Sergio Busquets,0,A,Ampliar,43,1st,Q3 1st,19
1154,Messi,18/19,LaLiga,16,16-12-2018,A,FC Barcelona,Levante UD,0-5,SS,47,0-3,Left-footed shot,,0,A,Ampliar,47,2nd,Q1 2nd,19
1155,Messi,18/19,LaLiga,16,16-12-2018,A,FC Barcelona,Levante UD,0-5,SS,60,0-4,Left-footed shot,Arturo Vidal,0,A,Ampliar,60,2nd,Q1 2nd,19
1156,Messi,18/19,LaLiga,17,22-12-2018,H,FC Barcelona,Celta de Vigo,2-0,RW,45,2-0,Left-footed shot,Jordi Alba,0,H,Ampliar,45,1st,Q3 1st,19
1157,CR7,18/19,Serie A,18,26-12-2018,A,Juventus FC,Atalanta BC,2-2,CF,78,2-2,Header,Giorgio Chiellini,0,D,Empatar,78,2nd,Q3 2nd,19
1158,CR7,18/19,Serie A,19,29-12-2018,H,Juventus FC,UC Sampdoria,2-1,LW,2,1-0,Right-footed shot,Paulo Dybala,0,H,Adelantar,2,1st,Q1 1st,19
1159,CR7,18/19,Serie A,19,29-12-2018,H,Juventus FC,UC Sampdoria,2-1,LW,65,2-1,Penalty,,0,H,Adelantar,65,2nd,Q2 2nd,19
1160,Messi,18/19,LaLiga,18,06-01-2019,A,FC Barcelona,Getafe CF,1-2,RW,20,0-1,Left-footed shot,,0,A,Adelantar,20,1st,Q2 1st,19
1161,Messi,18/19,LaLiga,19,13-01-2019,H,FC Barcelona,SD Eibar,3-0,RW,53,2-0,Left-footed shot,Luis Suarez,0,H,Ampliar,53,2nd,Q1 2nd,19
1162,CR7,18/19,Supercoppa Italiana,Final,16-01-2019,H,Juventus FC,AC Milan,1-0,LW,61,1-0,Header,Miralem Pjanic,0,H,Adelantar,61,2nd,Q2 2nd,19
1163,Messi,18/19,Copa del Rey,Round of 16,17-01-2019,H,FC Barcelona,Levante UD,3-0,CF,54,3-0,Left-footed shot,Nelson Semedo,0,H,Ampliar,54,2nd,Q1 2nd,19
1164,Messi,18/19,LaLiga,20,20-01-2019,H,FC Barcelona,CD Leganes,3-1,SS,90+2,3-1,Right-footed shot,Jordi Alba,0,H,Ampliar,90,2nd,Q3 2nd,19
1165,CR7,18/19,Serie A,21,27-01-2019,A,Juventus FC,SS Lazio,1-2,LW,88,1-2,Penalty,,0,A,Adelantar,88,2nd,Q3 2nd,19
1166,Messi,18/19,LaLiga,21,27-01-2019,A,FC Barcelona,Girona FC,0-2,RW,69,0-2,Left-footed shot,Jordi Alba,0,A,Ampliar,69,2nd,Q2 2nd,19
1167,Messi,18/19,Copa del Rey,Quarter-Finals,30-01-2019,H,FC Barcelona,Sevilla FC,6-1,RW,90+2,6-1,Left-footed shot,Jordi Alba,0,H,Ampliar,90,2nd,Q3 2nd,19
1168,CR7,18/19,Serie A,22,02-02-2019,H,Juventus FC,Parma Calcio 1913,3-3,LW,66,3-1,Header,Mario Mandzukic,0,D,Ampliar,66,2nd,Q2 2nd,19
1169,CR7,18/19,Serie A,22,02-02-2019,H,Juventus FC,Parma Calcio 1913,3-3,LW,36,1-0,Right-footed shot,Blaise Matuidi,0,D,Adelantar,36,1st,Q3 1st,19
1170,Messi,18/19,LaLiga,22,02-02-2019,H,FC Barcelona,Valencia CF,2-2,RW,39,1-2,Penalty,,0,D,Recortar,39,1st,Q3 1st,19
1171,Messi,18/19,LaLiga,22,02-02-2019,H,FC Barcelona,Valencia CF,2-2,RW,64,2-2,Left-footed shot,Arturo Vidal,0,D,Empatar,64,2nd,Q2 2nd,19
1172,CR7,18/19,Serie A,23,10-02-2019,A,Juventus FC,US Sassuolo,0-3,LW,70,0-2,Header,Miralem Pjanic,0,A,Ampliar,70,2nd,Q2 2nd,19
1173,CR7,18/19,Serie A,24,15-02-2019,H,Juventus FC,Frosinone Calcio,3-0,LW,63,3-0,Right-footed shot,Mario Mandzukic,0,H,Ampliar,63,2nd,Q2 2nd,19
1174,Messi,18/19,LaLiga,24,16-02-2019,H,FC Barcelona,Real Valladolid CF,1-0,RW,43,1-0,Penalty,,0,H,Adelantar,43,1st,Q3 1st,19
1175,Messi,18/19,LaLiga,25,23-02-2019,A,FC Barcelona,Sevilla FC,2-4,RW,26,1-1,Left-footed shot,Ivan Rakitic,0,A,Empatar,26,1st,Q2 1st,19
1176,Messi,18/19,LaLiga,25,23-02-2019,A,FC Barcelona,Sevilla FC,2-4,RW,85,2-3,Left-footed shot,,0,A,Adelantar,85,2nd,Q3 2nd,19
1177,Messi,18/19,LaLiga,25,23-02-2019,A,FC Barcelona,Sevilla FC,2-4,RW,67,2-2,Right-footed shot,Ousmane Dembele,0,A,Empatar,67,2nd,Q2 2nd,19
1178,Messi,18/19,LaLiga,27,09-03-2019,H,FC Barcelona,Rayo Vallecano,3-1,RW,51,2-1,Penalty,,0,H,Adelantar,51,2nd,Q1 2nd,19
1179,CR7,18/19,UEFA Champions League,Round of 16,12-03-2019,H,Juventus FC,Atletico de Madrid,3-0,CF,27,1-0,Header,Federico Bernardeschi,0,H,Adelantar,27,1st,Q2 1st,19
1180,CR7,18/19,UEFA Champions League,Round of 16,12-03-2019,H,Juventus FC,Atletico de Madrid,3-0,CF,86,3-0,Penalty,,0,H,Ampliar,86,2nd,Q3 2nd,19
1181,CR7,18/19,UEFA Champions League,Round of 16,12-03-2019,H,Juventus FC,Atletico de Madrid,3-0,CF,49,2-0,Header,Jọo Cancelo,0,H,Ampliar,49,2nd,Q1 2nd,19
1182,Messi,18/19,UEFA Champions League,Round of 16,13-03-2019,H,FC Barcelona,Olympique Lyon,5-1,RW,18,1-0,Penalty,,0,H,Adelantar,18,1st,Q2 1st,19
1183,Messi,18/19,UEFA Champions League,Round of 16,13-03-2019,H,FC Barcelona,Olympique Lyon,5-1,RW,78,3-1,Right-footed shot,Sergio Busquets,0,H,Ampliar,78,2nd,Q3 2nd,19
1184,Messi,18/19,LaLiga,28,17-03-2019,A,FC Barcelona,Real Betis Balompie,1-4,SS,18,0-1,Direct free kick,,0,A,Adelantar,18,1st,Q2 1st,19
1185,Messi,18/19,LaLiga,28,17-03-2019,A,FC Barcelona,Real Betis Balompie,1-4,SS,45+2,0-2,Left-footed shot,Luis Suarez,0,A,Ampliar,45,1st,Q3 1st,19
1186,Messi,18/19,LaLiga,28,17-03-2019,A,FC Barcelona,Real Betis Balompie,1-4,SS,85,1-4,Left-footed shot,Ivan Rakitic,0,A,Ampliar,85,2nd,Q3 2nd,19
